0,1,2,3,4,5,6,7,8,9,10,11
29.579206,29.591259,31.977504999999997,32.11638,32.535748,34.769065999999995,34.463104,34.96443,36.3603,39.08483,41.219559999999994,26.894641999999997
29.674554999999998,29.665665,32.01747,32.157996999999995,32.569202000000004,34.810134999999995,34.479855,35.022835,36.449259999999995,39.289173,42.270790000000005,26.184233
29.85737,29.740795000000002,32.021904,32.185062,32.559444,34.833736,34.487705,35.0586,36.416443,39.129875,42.096396999999996,26.251837
29.778963,29.697329999999997,32.016705,32.17938,32.562909999999995,34.81646,34.46967,35.017025,36.43055,39.057346,41.947914000000004,26.158175
29.72503,29.679892,32.01052,32.155809999999995,32.568733,34.78922,34.460796,34.992607,36.41616,38.87789,41.623943,26.402012
29.751139000000002,29.6777,32.006184000000005,32.164963,32.563427000000004,34.820545,34.498768,35.054120000000005,36.4736,38.630646,41.16993,26.696207
29.721806,29.681437,32.017952,32.164627,32.57294,34.804665,34.487891999999995,35.022217,36.463814,38.823513,41.919563000000004,26.2318
29.678612,29.647565999999998,31.988188,32.142536,32.55402,34.789837,34.45324,34.99992,36.47779,38.45561,40.366276,27.108565999999996
29.677884999999996,29.647205,31.996192999999998,32.12904,32.542744,34.775420000000004,34.46756,34.98339,36.532528000000006,38.732456,41.05567,26.666126000000002
29.660295,29.634078999999996,31.983659999999997,32.143555,32.549053,34.795840000000005,34.471252,34.984809999999996,36.46573,38.593196999999996,40.565884000000004,26.876925
29.565766999999997,29.570466999999997,31.957341999999997,32.098225,32.52308,34.77642,34.477264,34.987873,36.453358,38.687529999999995,40.971354999999996,26.80167
29.591269,29.593185,31.979435,32.117973,32.538593,34.778877,34.477425,34.97209,36.41479,38.296246000000004,40.192009999999996,27.076921000000002
29.585007,29.612240000000003,32.00608,32.137714,32.551685,34.774605,34.45548,34.9627,36.43293,38.421886,40.2612,27.272971999999996
29.66044,29.646568,32.00622,32.164159999999995,32.575462,34.789715,34.484116,35.003184999999995,36.464496999999994,38.25866,39.931940000000004,27.380173
29.716703000000003,29.677408000000003,32.009094,32.162903,32.5665,34.815464,34.495552,35.03754,36.48166,38.654858000000004,41.415302000000004,26.524063
29.582619,29.593039,31.981485,32.11678,32.536068,34.78427,34.478996,34.991898,36.439156,38.355156,40.404175,26.934471000000002
29.620822999999998,29.608572,31.986095000000002,32.124393,32.533770000000004,34.789635,34.47708,35.014336,36.417812,38.157866999999996,39.946976,27.351852
29.701088000000002,29.66165,32.003838,32.155674,32.56088,34.807594,34.485588,35.00477,36.37089,38.210724,39.875862,27.451717
29.545697999999998,29.568575,31.975313,32.092487,32.527386,34.757553,34.462703999999995,34.96986,36.480446,38.52899,39.79854,27.477809999999998
29.637907000000002,29.623990000000003,32.00202,32.131306,32.546574,34.78711,34.492676,35.010459999999995,36.462727,38.332752,39.800340000000006,27.359892
29.786238,29.712496,32.014153,32.182625,32.5815,34.822742,34.485344,35.015816,36.472675,38.544956,40.14363,27.056612
29.726141,29.664505,31.999977,32.129673,32.53647,34.796005,34.469273,35.003475,36.472218,38.64562,40.545715,27.015397999999998
29.678055,29.654789,32.00923,32.139973,32.537665999999994,34.772163,34.468548,34.974403,36.432053,38.779365999999996,41.51024,26.242025
29.80299,29.725126,32.036808,32.16171,32.556175,34.800323,34.494473,35.028378000000004,36.46285,38.459038,40.777042,26.620106
29.750760999999997,29.685629,32.00971,32.157654,32.54721,34.80735,34.47394,35.02636,36.45828,38.135773,39.805607,27.13555
29.588340000000002,29.600271000000003,31.985409000000004,32.126343,32.541595,34.788387,34.47271,34.96994,36.417235999999995,38.346645,39.91493,27.166515000000004
29.768010999999998,29.699602000000002,32.012142,32.16656,32.555690000000006,34.80682,34.475132,35.024704,36.456512,38.6066,40.744423,26.567411
29.756173999999998,29.692653999999997,32.00744,32.170722999999995,32.577095,34.826190000000004,34.49261,35.02108,36.421513,38.112446000000006,39.123287,27.929754
29.601840999999997,29.618515000000002,31.988827,32.121113,32.546516,34.771954,34.468464000000004,35.004692,36.438435,38.27132,39.916973,27.208927000000003
29.691622,29.649041999999998,31.998907,32.145206,32.543392,34.814213,34.477257,35.025776,36.50161,38.307809999999996,40.065514,27.08035
29.638485,29.636392999999998,31.999352000000002,32.150642,32.556903999999996,34.796093,34.48551,34.991386,36.463055,38.240444000000004,39.841136999999996,27.136776
29.72386,29.65343,31.976736,32.1356,32.536102,34.79359,34.43144,34.99512,36.46156,38.178158,39.722668,27.488758
29.67316,29.63547,31.977847999999998,32.122627,32.534256,34.785323999999996,34.447662,34.966248,36.42754,38.352226,40.161246999999996,27.167590999999998
29.834482,29.741232,32.027927000000005,32.190517,32.582409999999996,34.82416,34.4737,35.040690000000005,36.431305,38.374886,40.378624,27.122469
29.617690999999997,29.626852000000003,32.00363,32.133891999999996,32.549606,34.805279999999996,34.508095000000004,35.023415,36.427456,38.31736,40.34983,26.990889000000003
29.810153999999997,29.714394,32.00848,32.16102,32.554840000000006,34.811554,34.476574,35.021793,36.39317,38.169090000000004,39.91291,27.049839000000002
29.764294,29.693446999999995,32.00477,32.152733000000005,32.540924,34.805195,34.478703,35.022682,36.355865,38.150047,39.603,27.197905
29.882412,29.764020000000002,32.03909,32.196564,32.579665999999996,34.822196999999996,34.471016,35.013298,36.357696999999995,38.108940000000004,39.360287,27.27416
29.614445,29.608235999999998,31.978720000000003,32.132126,32.546040000000005,34.793144,34.47534,35.0009,36.418037,38.358709999999995,39.821793,27.169817
29.630276000000002,29.624909999999996,31.983416,32.120148,32.543114,34.79019,34.479973,34.987995,36.451653,38.738445,40.50273,26.827509999999997
29.64838,29.627884,32.001633,32.134163,32.5384,34.78819,34.480225,34.991325,36.397259999999996,38.337944,39.596657,27.432425
29.697509999999998,29.651728000000002,31.983105,32.143196,32.55408,34.788876,34.46097,34.97896,36.31429,38.111725,39.490326,27.480971999999998
29.520590000000002,29.566452,31.980734,32.081379999999996,32.515236,34.765705,34.484737,34.997726,36.315117,38.323338,40.091343,26.946074
29.82382,29.730282,32.02487,32.185615999999996,32.568382,34.819720000000004,34.478767,35.03009,36.263527,38.10687,39.184658,27.574907
29.707458000000003,29.663742,31.996204,32.15279,32.5661,34.813815999999996,34.482193,35.006935,36.259747,38.196243,39.458836,27.49028
29.551479999999998,29.577337,31.969925,32.100807,32.518757,34.77313,34.451763,34.98272,36.312702,38.31773,39.65193,27.377940999999996
29.806223,29.720028000000003,32.01243,32.1862,32.572758,34.831806,34.48277,35.022940000000006,36.328808,38.347590000000004,40.101383,27.212124
29.659097999999997,29.628813,31.994007,32.13582,32.537537,34.78601,34.47906,34.99815,36.328987,38.227337,39.620575,27.579490000000003
29.814342,29.728336,32.02426,32.192757,32.57515,34.825447,34.474163,35.018764000000004,36.313156,38.1351,39.61085,27.526798
29.632956,29.63356,31.991459999999996,32.13621,32.550067999999996,34.784405,34.4643,34.98707,36.281414,38.136340000000004,39.698906,27.342840000000002
29.778646000000002,29.698376,32.005814,32.166946,32.570198,34.816418,34.459206,35.00434,36.256609999999995,38.061512,39.281506,27.588558000000003
29.634132,29.621065,31.969168,32.129063,32.548846999999995,34.795002000000004,34.47475,34.992184,36.218018,38.0653,39.6316,27.342402000000003
29.6577,29.634097999999998,32.006237,32.129562,32.52965,34.789665,34.488758000000004,35.020206,36.24154,38.192721999999996,39.589946999999995,27.503246
29.528175,29.571232000000002,31.977327000000002,32.099174,32.520283,34.761585,34.46668,34.97733,36.260517,38.297215,39.876263,27.213372999999997
29.668667,29.654584999999997,32.00185,32.139359999999996,32.563606,34.78465,34.4586,34.976692,36.219770000000004,38.190315000000005,39.725876,27.272367
29.633823,29.626719,31.997341,32.141987,32.54995,34.781406,34.455513,34.978497,36.230427,38.071697,39.435722,27.351584999999996
29.589756,29.601202,31.989572999999996,32.137775,32.5543,34.783516,34.46089,34.982494,36.267868,38.043915000000005,39.230540000000005,27.837881
29.672273999999998,29.63816,31.986744,32.130524,32.5512,34.804543,34.50184,35.02649,36.363712,38.45751,40.19406,26.846867
29.613234999999996,29.615710999999997,31.987915,32.137840000000004,32.557728000000004,34.79795,34.467842,34.990559999999995,36.27652,37.987103000000005,38.81606,27.899390999999998
29.653553000000002,29.631714000000002,31.986159999999998,32.13632,32.548103000000005,34.790962,34.474525,34.989365,36.275040000000004,38.018035999999995,39.033375,27.763893
29.805252000000003,29.704052,32.008415,32.180088,32.57498,34.819412,34.46535,35.01722,36.273956,38.000458,38.791843,28.138122999999997
29.593262,29.601346999999997,31.982491999999997,32.11868,32.54075,34.79104,34.467583000000005,34.971767,36.236053000000005,38.13913,39.066998,27.948765
29.637916999999998,29.626932,31.995533000000002,32.117546000000004,32.522290000000005,34.77328,34.460854,34.98077,36.203022,38.199993,39.216484,27.62299
29.761953000000002,29.696240000000003,32.023174,32.168877,32.553288,34.80693,34.487316,35.024879999999996,36.194266999999996,38.077053,39.229572,27.809865999999996
29.705415999999996,29.666104999999998,32.00554,32.160156,32.562946000000004,34.81408,34.48988,35.01358,36.2029,38.103962,39.646305,27.256237
